id, type, model-name, limit, wait, execute, total
1 , allocator , resnet50 , 18.468334197998047 , 24.22599983215332 , 25.163000106811523 , 49.388999938964844
0 , allocator , vgg19 , 44.904998779296875 , 25.444000244140625 , 80.19400024414062 , 105.63800048828125
